instance_id	file_id	speaker	colloq	norm	start_t	end_t	label_origA	label_collapseA	label_origC	label_collapseC	split_orig	split_redo
ROG-Dia-GSO-P0007_ROG-dialog-0011_992.152_995.552	ROG-Dia-GSO-P0007	ROG-dialog-0011	Aha.	Aha.	992.152	995.552	neutralPositive	neutral	neutralPositive	neutral	Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0012_992.152_995.552	ROG-Dia-GSO-P0007	ROG-dialog-0012	al pa da se še vprašal ... eee če se še da dobit,	ali pa da se še vprašalo ... eee če se še da dobiti,	992.152	995.552	neutralPositive	neutral	neutralPositive	neutral	Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0012_995.552_996.315	ROG-Dia-GSO-P0007	ROG-dialog-0012	lej.	glej.	995.552	996.315	neutralPositive	neutral	neutralPositive	neutral	Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0012_996.315_997.492	ROG-Dia-GSO-P0007	ROG-dialog-0012	A veš?	A veš?	996.315	997.492	neutralPositive	neutral	neutralPositive	neutral	Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0012_997.492_999.846	ROG-Dia-GSO-P0007	ROG-dialog-0012	Mogoče pa ...	Mogoče pa ...	997.492	999.846	neutralPositive	neutral	neutralPositive	neutral	Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0012_999.846_1005.045	ROG-Dia-GSO-P0007	ROG-dialog-0012	Tut mogoče pa Nadja tut ne bi mogla, na kak tak datum, ne, al pa kej.	Tudi mogoče pa Nadja tudi ne bi mogla, na kak tak datum, ne, ali pa kaj.	999.846	1005.045			mixedNegative	negative	Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0012_999.846_1004.105	ROG-Dia-GSO-P0007	ROG-dialog-0012	Tut mogoče pa Nadja tut ne bi mogla, na kak tak datum,	Tudi mogoče pa Nadja tudi ne bi mogla, na kak tak datum,	999.846	1004.105	mixedNegative	negative			Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0012_1004.105_1005.045	ROG-Dia-GSO-P0007	ROG-dialog-0012	ne, al pa kej.	ne, ali pa kaj.	1004.105	1005.045	neutralNegative	neutral			Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0011_1005.045_1005.711	ROG-Dia-GSO-P0007	ROG-dialog-0011	Mhm.	Mhm.	1005.045	1005.711	neutralPositive	neutral	neutralPositive	neutral	Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0012_1005.711_1007.458	ROG-Dia-GSO-P0007	ROG-dialog-0012	Al pa recimo.	Ali pa recimo.	1005.711	1007.458	neutralPositive	neutral	neutralPositive	neutral	Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0012_1007.458_1010.498	ROG-Dia-GSO-P0007	ROG-dialog-0012	Ck. To bo() mo vidl sproti, ne?	Ck. To bo() bomo videli sproti, ne?	1007.458	1010.498	neutralPositive	neutral	neutralPositive	neutral	Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0011_1010.498_1011.045	ROG-Dia-GSO-P0007	ROG-dialog-0011	Ja.	Ja.	1010.498	1011.045	neutralPositive	neutral	neutralPositive	neutral	Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0012_1011.045_1013.514	ROG-Dia-GSO-P0007	ROG-dialog-0012	Bomo že tko nardil, da bojo vsi zadovol@n.	Bomo že tako naredili, da bodo vsi zadovoljni.	1011.045	1013.514	neutralPositive	neutral	mixedPositive	positive	Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0011_1013.514_1017.890	ROG-Dia-GSO-P0007	ROG-dialog-0011	Ma ja, z@j tut eee smo se z mamo od soplesalca menle, ne.	Ma ja, zdaj tudi eee smo se z mamo od soplesalca menile, ne.	1013.514	1017.89			neutralPositive	neutral	Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0011_1013.514_1013.872	ROG-Dia-GSO-P0007	ROG-dialog-0011	Ma ja,	Ma ja,	1013.514	1013.872	neutralPositive	neutral			Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0011_1013.872_1017.890	ROG-Dia-GSO-P0007	ROG-dialog-0011	z@j tut eee smo se z mamo od soplesalca menle, ne.	zdaj tudi eee smo se z mamo od soplesalca menile, ne.	1013.872	1017.89	neutralPositive	neutral			Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0012_1013.872_1017.665	ROG-Dia-GSO-P0007	ROG-dialog-0012	Ja.	Ja.	1013.872	1017.665	neutralPositive	neutral	neutralPositive	neutral	Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0012_1017.890_1018.338	ROG-Dia-GSO-P0007	ROG-dialog-0012	Ja.	Ja.	1017.89	1018.338	neutralPositive	neutral	neutralPositive	neutral	Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0011_1018.338_1023.284	ROG-Dia-GSO-P0007	ROG-dialog-0011	Ona tut eee ne bo nobenga, ker ma premal kart, ne.	Ona tudi eee ne bo nobenega, ker ima premalo kart, ne.	1018.338	1023.284	mixedNegative	negative	mixedNegative	negative	Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0012_1023.284_1023.950	ROG-Dia-GSO-P0007	ROG-dialog-0012	Aha.	Aha.	1023.284	1023.95	neutralNegative	neutral	neutralNegative	neutral	Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0011_1023.950_1029.493	ROG-Dia-GSO-P0007	ROG-dialog-0011	Ker je pač misnala eee nonota pa babico pa še eno babico, ne?	Ker je pač mislila eee nonota pa babico pa še eno babico, ne?	1023.95	1029.493	neutralPositive	neutral	neutralPositive	neutral	Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0012_1023.950_1029.172	ROG-Dia-GSO-P0007	ROG-dialog-0012	Ja.	Ja.	1023.95	1029.172	neutralPositive	neutral	neutralPositive	neutral	Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0012_1029.493_1030.052	ROG-Dia-GSO-P0007	ROG-dialog-0012	Aha.	Aha.	1029.493	1030.052	neutralPositive	neutral	neutralPositive	neutral	Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0011_1030.052_1032.038	ROG-Dia-GSO-P0007	ROG-dialog-0011	K so, sej veš, so sami pa to, ne.	K so, saj veš, so sami pa to, ne.	1030.052	1032.038	neutralPositive	neutral	neutralNegative	neutral	Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0012_1030.872_1032.038	ROG-Dia-GSO-P0007	ROG-dialog-0012	Mhm, mhm.	Mhm, mhm.	1030.872	1032.038	neutralPositive	neutral	neutralNegative	neutral	Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0011_1032.038_1033.112	ROG-Dia-GSO-P0007	ROG-dialog-0011	Ž() vdovi.	Ž() vdovi.	1032.038	1033.112	neutralNegative	neutral	predominantlyNegative	negative	Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0011_1033.112_1036.634	ROG-Dia-GSO-P0007	ROG-dialog-0011	In je rekla, da če pa enga, pol pa ne bom drucga, ne.	In je rekla, da če pa enega, pol pa ne bom drugega, ne.	1033.112	1036.634			neutralNegative	neutral	Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0011_1033.112_1033.780	ROG-Dia-GSO-P0007	ROG-dialog-0011	In je rekla,	In je rekla,	1033.112	1033.78	neutralNegative	neutral			Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0011_1033.780_1036.634	ROG-Dia-GSO-P0007	ROG-dialog-0011	da če pa enga, pol pa ne bom drucga, ne.	da če pa enega, pol pa ne bom drugega, ne.	1033.78	1036.634	neutralNegative	neutral			Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0012_1036.634_1037.878	ROG-Dia-GSO-P0007	ROG-dialog-0012	Ampak sej čaki,	Ampak saj čakaj,	1036.634	1037.878	neutralNegative	neutral	neutralNegative	neutral	Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0012_1037.878_1040.133	ROG-Dia-GSO-P0007	ROG-dialog-0012	onadva sta, starša sta dva?	onadva sta, starša sta dva?	1037.878	1040.133	neutralPositive	neutral	neutralPositive	neutral	Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0011_1040.133_1041.792	ROG-Dia-GSO-P0007	ROG-dialog-0011	Ja, tam so že štirje, ne.	Ja, tam so že štirje, ne.	1040.133	1041.792	neutralPositive	neutral	neutralPositive	neutral	Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0012_1040.133_1041.792	ROG-Dia-GSO-P0007	ROG-dialog-0012	Pa [nerazumljivo] Gal ...	Pa [nerazumljivo] Gal ...	1040.133	1041.792	neutralPositive	neutral	neutralPositive	neutral	Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0012_1041.792_1044.805	ROG-Dia-GSO-P0007	ROG-dialog-0012	Aja, pa še še en otroček.	Aja, pa še še en otroček.	1041.792	1044.805	neutralPositive	neutral	neutralPositive	neutral	Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0011_1042.818_1044.805	ROG-Dia-GSO-P0007	ROG-dialog-0011	Ta mal je še, ne.	Ta mali je še, ne.	1042.818	1044.805	neutralPositive	neutral	neutralPositive	neutral	Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0011_1044.805_1045.768	ROG-Dia-GSO-P0007	ROG-dialog-0011	Ja, ne?	Ja, ne?	1044.805	1045.768	neutralPositive	neutral	neutralPositive	neutral	Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0011_1045.768_1049.098	ROG-Dia-GSO-P0007	ROG-dialog-0011	Zdej pa je sam za enga, je rekla, zej pa če enga, pol morm pa druzga tut,	Zdaj pa je samo za enega, je rekla, zdaj pa če enega, pol moram pa drugega tudi,	1045.768	1049.098			mixedNegative	negative	Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0011_1045.768_1048.139	ROG-Dia-GSO-P0007	ROG-dialog-0011	Zdej pa je sam za enga, je rekla, zej pa če enga,	Zdaj pa je samo za enega, je rekla, zdaj pa če enega,	1045.768	1048.139	neutralNegative	neutral			Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0012_1045.768_1047.145	ROG-Dia-GSO-P0007	ROG-dialog-0012	Aha.	Aha.	1045.768	1047.145	neutralPositive	neutral	neutralPositive	neutral	Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0012_1047.145_1049.098	ROG-Dia-GSO-P0007	ROG-dialog-0012	Ja.	Ja.	1047.145	1049.098	neutralPositive	neutral	neutralNegative	neutral	Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0011_1048.139_1049.098	ROG-Dia-GSO-P0007	ROG-dialog-0011	pol morm pa druzga tut,	pol moram pa drugega tudi,	1048.139	1049.098	neutralNegative	neutral			Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0011_1049.098_1050.409	ROG-Dia-GSO-P0007	ROG-dialog-0011	pol pa raj nem nobenga, ne.	pol pa raje ne+bom nobenega, ne.	1049.098	1050.409	neutralNegative	neutral	mixedNegative	negative	Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0011_1050.409_1050.878	ROG-Dia-GSO-P0007	ROG-dialog-0011	Pol sn pa rekla:	Pol sem pa rekla:	1050.409	1050.878	neutralPositive	neutral	neutralPositive	neutral	Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0012_1050.409_1052.046	ROG-Dia-GSO-P0007	ROG-dialog-0012	Ja, ja, da ni užaljenosti.	Ja, ja, da ni užaljenosti.	1050.409	1052.046	neutralPositive	neutral	neutralPositive	neutral	Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0011_1050.878_1052.046	ROG-Dia-GSO-P0007	ROG-dialog-0011	"Če bo kom() ...	"Če bo kom() ...	1050.878	1052.046	neutralPositive	neutral	neutralPositive	neutral	Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0011_1052.046_1055.032	ROG-Dia-GSO-P0007	ROG-dialog-0011	če bomo pa nam, ne, tko ka() eee kaka karta ostala,	če bomo pa nam, ne, tako ka() eee kaka karta ostala,	1052.046	1055.032			neutralPositive	neutral	Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0011_1052.046_1053.172	ROG-Dia-GSO-P0007	ROG-dialog-0011	če bomo pa nam, ne,	če bomo pa nam, ne,	1052.046	1053.172	neutralPositive	neutral			Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0011_1053.172_1054.232	ROG-Dia-GSO-P0007	ROG-dialog-0011	tko ka() eee	tako ka() eee	1053.172	1054.232	neutralPositive	neutral			Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0012_1053.172_1054.232	ROG-Dia-GSO-P0007	ROG-dialog-0012	Aha.	Aha.	1053.172	1054.232	neutralPositive	neutral	neutralPositive	neutral	Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0011_1054.232_1055.973	ROG-Dia-GSO-P0007	ROG-dialog-0011	kaka karta ostala, bomo pa dal, ne.	kaka karta ostala, bomo pa dali, ne.	1054.232	1055.973	neutralPositive	neutral			Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0011_1055.032_1055.973	ROG-Dia-GSO-P0007	ROG-dialog-0011	bomo pa dal, ne.	bomo pa dali, ne.	1055.032	1055.973			neutralPositive	neutral	Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0012_1055.973_1056.857	ROG-Dia-GSO-P0007	ROG-dialog-0012	Ja, ja, ja.	Ja, ja, ja.	1055.973	1056.857	neutralPositive	neutral	neutralPositive	neutral	Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0011_1056.857_1057.911	ROG-Dia-GSO-P0007	ROG-dialog-0011	A veš, ne?	A veš, ne?	1056.857	1057.911	neutralPositive	neutral	neutralPositive	neutral	Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0012_1057.344_1057.911	ROG-Dia-GSO-P0007	ROG-dialog-0012	Aha.	Aha.	1057.344	1057.911	neutralPositive	neutral	neutralPositive	neutral	Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0011_1057.911_1061.952	ROG-Dia-GSO-P0007	ROG-dialog-0011	Če slučajno ne bom mogla, da bi vsi bli prisotn, ne.	Če slučajno ne bom mogla, da bi vsi bili prisotni, ne.	1057.911	1061.952	neutralPositive	neutral	neutralPositive	neutral	Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0012_1061.605_1063.298	ROG-Dia-GSO-P0007	ROG-dialog-0012	Mhm, mhm, mhm, mhm.	Mhm, mhm, mhm, mhm.	1061.605	1063.298	neutralPositive	neutral	neutralPositive	neutral	Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0011_1061.952_1063.792	ROG-Dia-GSO-P0007	ROG-dialog-0011	Js si želim, da smo vsi, ne.	Jaz si želim, da smo vsi, ne.	1061.952	1063.792	neutralPositive	neutral	neutralPositive	neutral	Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0011_1063.792_1065.711	ROG-Dia-GSO-P0007	ROG-dialog-0011	Sej veš, to je za Nino ...	Saj veš, to je za Nino ...	1063.792	1065.711	predominantlyPositive	positive	predominantlyPositive	positive	Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0012_1063.792_1064.490	ROG-Dia-GSO-P0007	ROG-dialog-0012	Ja, ja.	Ja, ja.	1063.792	1064.49	neutralPositive	neutral	neutralPositive	neutral	Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0012_1065.092_1067.435	ROG-Dia-GSO-P0007	ROG-dialog-0012	Pa veš de, jih je tko lepo gledat, ne?	Pa veš da, jih je tako lepo gledati, ne?	1065.092	1067.435			predominantlyPositive	positive	Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0012_1065.092_1065.711	ROG-Dia-GSO-P0007	ROG-dialog-0012	Pa veš de,	Pa veš da,	1065.092	1065.711	neutralPositive	neutral			Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0012_1065.711_1067.435	ROG-Dia-GSO-P0007	ROG-dialog-0012	jih je tko lepo gledat, ne?	jih je tako lepo gledati, ne?	1065.711	1067.435	predominantlyPositive	positive			Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0011_1066.885_1067.435	ROG-Dia-GSO-P0007	ROG-dialog-0011	Ja.	Ja.	1066.885	1067.435			predominantlyPositive	positive	Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0011_1066.885_1068.089	ROG-Dia-GSO-P0007	ROG-dialog-0011	Ja. A n@ de?	Ja. A ne da?	1066.885	1068.089	predominantlyPositive	positive			Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0011_1067.435_1068.089	ROG-Dia-GSO-P0007	ROG-dialog-0011	A n@ de?	A ne da?	1067.435	1068.089			predominantlyPositive	positive	Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0012_1067.435_1068.089	ROG-Dia-GSO-P0007	ROG-dialog-0012	Se mi zdi.	Se mi zdi.	1067.435	1068.089	neutralPositive	neutral	neutralPositive	neutral	Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0012_1068.089_1068.743	ROG-Dia-GSO-P0007	ROG-dialog-0012	Ja, ja.	Ja, ja.	1068.089	1068.743	predominantlyPositive	positive	predominantlyPositive	positive	Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0011_1068.743_1069.624	ROG-Dia-GSO-P0007	ROG-dialog-0011	Js komi čakam.	Jaz komaj čakam.	1068.743	1069.624	predominantlyPositive	positive	predominantlyPositive	positive	Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0011_1069.624_1070.944	ROG-Dia-GSO-P0007	ROG-dialog-0011	Js komi čakam.	Jaz komaj čakam.	1069.624	1070.944	predominantlyPositive	positive	predominantlyPositive	positive	Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0012_1069.624_1070.944	ROG-Dia-GSO-P0007	ROG-dialog-0012	Veš de, veš de.	Veš da, veš da.	1069.624	1070.944	neutralPositive	neutral	neutralPositive	neutral	Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0012_1070.944_1074.687	ROG-Dia-GSO-P0007	ROG-dialog-0012	Morva enkrat še naše [smeh] cedeje pogledat al devedeje al ka so.	Morava enkrat še naše [smeh] cedeje pogledati ali devedeje ali kaj so.	1070.944	1074.687	predominantlyPositive	positive	predominantlyPositive	positive	Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0011_1074.687_1081.024	ROG-Dia-GSO-P0007	ROG-dialog-0011	No, js sn zanč eee tm na hribi najdla videokaseto.	No, jaz sem zadnjič eee tam na hribu našla videokaseto.	1074.687	1081.024			neutralPositive	neutral	Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0011_1074.687_1075.298	ROG-Dia-GSO-P0007	ROG-dialog-0011	No,	No,	1074.687	1075.298	neutralPositive	neutral			Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0011_1075.298_1081.024	ROG-Dia-GSO-P0007	ROG-dialog-0011	js sn zanč eee tm na hribi najdla videokaseto.	jaz sem zadnjič eee tam na hribu našla videokaseto.	1075.298	1081.024	neutralPositive	neutral			Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0012_1075.298_1076.831	ROG-Dia-GSO-P0007	ROG-dialog-0012	Ja.	Ja.	1075.298	1076.831	mixedPositive	positive	neutralPositive	neutral	Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0012_1079.042_1079.478	ROG-Dia-GSO-P0007	ROG-dialog-0012	Mhm.	Mhm.	1079.042	1079.478	neutralPositive	neutral	neutralPositive	neutral	Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0011_1081.024_1082.950	ROG-Dia-GSO-P0007	ROG-dialog-0011	Od moje valete.	Od moje valete.	1081.024	1082.95	neutralNegative	neutral	neutralNegative	neutral	Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0012_1081.024_1081.738	ROG-Dia-GSO-P0007	ROG-dialog-0012	Ja?	Ja?	1081.024	1081.738	neutralPositive	neutral	mixedPositive	positive	Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0012_1082.950_1084.052	ROG-Dia-GSO-P0007	ROG-dialog-0012	A bejž.	A bejži.	1082.95	1084.052	neutralPositive	neutral	mixedPositive	positive	Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0011_1084.052_1085.558	ROG-Dia-GSO-P0007	ROG-dialog-0011	In grem hiter atiju:	In grem hitro atiju:	1084.052	1085.558	neutralPositive	neutral	neutralPositive	neutral	Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0011_1085.558_1087.346	ROG-Dia-GSO-P0007	ROG-dialog-0011	"Ati, dej mi videorekorder."	"Ati, daj mi videorekorder."	1085.558	1087.346	neutralPositive	neutral	neutralPositive	neutral	Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0012_1085.558_1088.305	ROG-Dia-GSO-P0007	ROG-dialog-0012	Ka ste mel posnet to?	Kaj ste imeli posneto to?	1085.558	1088.305	mixedPositive	positive	mixedPositive	positive	Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0011_1088.305_1088.805	ROG-Dia-GSO-P0007	ROG-dialog-0011	Mhm.	Mhm.	1088.305	1088.805	neutralPositive	neutral	neutralPositive	neutral	Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0012_1088.305_1091.265	ROG-Dia-GSO-P0007	ROG-dialog-0012	Mi nismo to.	Mi nismo to.	1088.305	1091.265	mixedNegative	negative	mixedNegative	negative	Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0011_1088.805_1090.985	ROG-Dia-GSO-P0007	ROG-dialog-0011	Ne vem, vi() eee videokaseto,	Ne vem, vi() eee videokaseto,	1088.805	1090.985			neutralPositive	neutral	Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0011_1088.805_1089.438	ROG-Dia-GSO-P0007	ROG-dialog-0011	Ne vem,	Ne vem,	1088.805	1089.438	neutralPositive	neutral			Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0011_1089.438_1090.985	ROG-Dia-GSO-P0007	ROG-dialog-0011	vi() eee videokaseto,	vi() eee videokaseto,	1089.438	1090.985	neutralPositive	neutral			Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0011_1090.985_1093.021	ROG-Dia-GSO-P0007	ROG-dialog-0011	sej veš tist v@lk videorekorder.	saj veš tisti velik videorekorder.	1090.985	1093.021	neutralPositive	neutral	neutralPositive	neutral	Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0012_1091.495_1093.021	ROG-Dia-GSO-P0007	ROG-dialog-0012	Ja, ja.	Ja, ja.	1091.495	1093.021	neutralPositive	neutral	neutralPositive	neutral	Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0011_1093.021_1097.883	ROG-Dia-GSO-P0007	ROG-dialog-0011	No, js zej nimam kabla za videorekorder, da bi js to doma pogledala kaj.	No, jaz zdaj nimam kabla za videorekorder, da bi jaz to doma pogledala kaj.	1093.021	1097.883	mixedPositive	positive	mixedNegative	negative	Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0012_1093.021_1097.812	ROG-Dia-GSO-P0007	ROG-dialog-0012	[nerazumljivo] snemal.	[nerazumljivo] snemali.	1093.021	1097.812	neutralPositive	neutral	neutralPositive	neutral	Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0012_1097.812_1098.905	ROG-Dia-GSO-P0007	ROG-dialog-0012	A videorekorder pa maš?	A videorekorder pa imaš?	1097.812	1098.905	neutralPositive	neutral	neutralPositive	neutral	Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0011_1098.905_1099.719	ROG-Dia-GSO-P0007	ROG-dialog-0011	Ja.	Ja.	1098.905	1099.719	neutralPositive	neutral	neutralPositive	neutral	Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0012_1098.905_1099.719	ROG-Dia-GSO-P0007	ROG-dialog-0012	Sam kabla ni.	Samo kabla ni.	1098.905	1099.719	neutralPositive	neutral	neutralNegative	neutral	Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0011_1099.719_1102.406	ROG-Dia-GSO-P0007	ROG-dialog-0011	Unga kabla, veš, ko je še tist star kabl, veš?	Onega kabla, veš, ko je še tisti star kabel, veš?	1099.719	1102.406			neutralNegative	neutral	Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0011_1099.719_1100.662	ROG-Dia-GSO-P0007	ROG-dialog-0011	Unga kabla, veš,	Onega kabla, veš,	1099.719	1100.662	neutralPositive	neutral			Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0011_1100.662_1102.406	ROG-Dia-GSO-P0007	ROG-dialog-0011	ko je še tist star kabl, veš?	ko je še tisti star kabel, veš?	1100.662	1102.406	neutralPositive	neutral			Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0012_1102.406_1104.122	ROG-Dia-GSO-P0007	ROG-dialog-0012	Mogoče mamo mi kej.	Mogoče imamo mi kaj.	1102.406	1104.122	predominantlyPositive	positive	predominantlyPositive	positive	Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0011_1104.122_1105.376	ROG-Dia-GSO-P0007	ROG-dialog-0011	[nerazumljivo] vpraši.	[nerazumljivo] vprašaj.	1104.122	1105.376	neutralPositive	neutral	neutralPositive	neutral	Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0012_1104.122_1105.376	ROG-Dia-GSO-P0007	ROG-dialog-0012	Mogoče mamo mi.	Mogoče imamo mi.	1104.122	1105.376	predominantlyPositive	positive	predominantlyPositive	positive	Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0012_1105.376_1108.578	ROG-Dia-GSO-P0007	ROG-dialog-0012	Mi mamo tamle po predalih poln nekih starih kablov.	Mi imamo tamle po predalih polno nekih starih kablov.	1105.376	1108.578	predominantlyPositive	positive	predominantlyPositive	positive	Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0011_1108.578_1110.532	ROG-Dia-GSO-P0007	ROG-dialog-0011	Ja, sn rekla: "To bi pa js rada pogledla."	Ja, sem rekla: "To bi pa jaz rada pogledala."	1108.578	1110.532			predominantlyPositive	positive	Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0011_1108.578_1109.052	ROG-Dia-GSO-P0007	ROG-dialog-0011	Ja,	Ja,	1108.578	1109.052	neutralPositive	neutral			Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0011_1109.052_1110.532	ROG-Dia-GSO-P0007	ROG-dialog-0011	sn rekla: "To bi pa js rada pogledla."	sem rekla: "To bi pa jaz rada pogledala."	1109.052	1110.532	predominantlyPositive	positive			Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0011_1110.532_1113.014	ROG-Dia-GSO-P0007	ROG-dialog-0011	Js sn že to pozabla.	Jaz sem že to pozabila.	1110.532	1113.014	predominantlyPositive	positive	mixedPositive	positive	Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0012_1111.060_1113.014	ROG-Dia-GSO-P0007	ROG-dialog-0012	Ja, ja.	Ja, ja.	1111.06	1113.014	neutralPositive	neutral	neutralPositive	neutral	Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0012_1113.014_1116.117	ROG-Dia-GSO-P0007	ROG-dialog-0012	In ti maš tut eee se pravi predvajalnik?	In ti imaš tudi eee se pravi predvajalnik?	1113.014	1116.117	neutralPositive	neutral	neutralPositive	neutral	Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0011_1116.117_1116.910	ROG-Dia-GSO-P0007	ROG-dialog-0011	Mhm.	Mhm.	1116.117	1116.91	neutralPositive	neutral	neutralPositive	neutral	Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0012_1116.910_1120.607	ROG-Dia-GSO-P0007	ROG-dialog-0012	No, ker mamo pa mogoče še mi tut kej za pogledat.	No, ker imamo pa mogoče še mi tudi kaj za pogledati.	1116.91	1120.607			neutralPositive	neutral	Train	train
ROG-Dia-GSO-P0007_ROG-dialog-0012_1116.910_1118.172	ROG-Dia-GSO-P0007	ROG-dialog-0012	No,	No,	1116.91	1118.172	neutralPositive	neutral			Train	train
