instance_id	file_id	speaker	colloq	norm	start_t	end_t	label_origC	label_collapseC	NER_orig	NER_collapse	split_orig	split_redo	annotation_type
ROG-Dia-GSO-P0007_ROG-dialog-0011_476.559_477.520	ROG-Dia-GSO-P0007	ROG-dialog-0011	naše so pa dve.	naše so pa dve.	476.559	477.52	neutralNegative	neutral	B-neutralNegative	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0012_477.520_478.286	ROG-Dia-GSO-P0007	ROG-dialog-0012	Ja, veš de.	Ja, veš da.	477.52	478.286	neutralPositive	neutral	B-neutralPositive	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0012_478.286_479.125	ROG-Dia-GSO-P0007	ROG-dialog-0012	To so pa dve, ja.	To so pa dve, ja.	478.286	479.125	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0011_479.125_483.293	ROG-Dia-GSO-P0007	ROG-dialog-0011	So pa dve v tak v@lki sobi, ko ma rečmo tvoja, ne.	So pa dve v tako veliki sobi, ko ima recimo tvoja, ne.	479.125	483.293	mixedNegative	negative	B-mixedNegative	B-negative	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0012_481.986_483.293	ROG-Dia-GSO-P0007	ROG-dialog-0012	Mhm, mhm, mhm.	Mhm, mhm, mhm.	481.986	483.293	neutralNegative	neutral	B-neutralNegative	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0012_483.293_484.690	ROG-Dia-GSO-P0007	ROG-dialog-0012	Ja veš de, veš de, veš de.	Ja veš da, veš da, veš da.	483.293	484.69	neutralNegative	neutral	I-neutralNegative	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0011_484.690_485.792	ROG-Dia-GSO-P0007	ROG-dialog-0011	Se pozna, veš.	Se pozna, veš.	484.69	485.792	mixedNegative	negative	B-mixedNegative	B-negative	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0012_485.792_487.369	ROG-Dia-GSO-P0007	ROG-dialog-0012	Sigurn, sigurn.	Sigurno, sigurno.	485.792	487.369	neutralNegative	neutral	B-neutralNegative	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0011_486.537_489.526	ROG-Dia-GSO-P0007	ROG-dialog-0011	Pa Ninči taka eee,	Pa Ninči taka eee,	486.537	489.526	neutralPositive	neutral	B-neutralPositive	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0011_489.526_492.216	ROG-Dia-GSO-P0007	ROG-dialog-0011	bi že mal mela rada zasebnosti, veš?	bi že malo imela rada zasebnosti, veš?	489.526	492.216	neutralNegative	neutral	B-neutralNegative	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0012_492.216_493.357	ROG-Dia-GSO-P0007	ROG-dialog-0012	Sej to.	Saj to.	492.216	493.357	neutralNegative	neutral	B-neutralNegative	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0011_493.357_494.447	ROG-Dia-GSO-P0007	ROG-dialog-0011	Pa ...	Pa ...	493.357	494.447	neutralNegative	neutral	B-neutralNegative	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0012_493.357_497.241	ROG-Dia-GSO-P0007	ROG-dialog-0012	Pa ... bo zd@le taka puberteta, najstnica	Pa ... bo zdajle taka puberteta, najstnica	493.357	497.241	neutralNegative	neutral	I-neutralNegative	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0011_497.241_498.379	ROG-Dia-GSO-P0007	ROG-dialog-0011	Jja.	Jja.	497.241	498.379	neutralPositive	neutral	B-neutralPositive	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0012_497.241_498.379	ROG-Dia-GSO-P0007	ROG-dialog-0012	in bo ...	in bo ...	497.241	498.379	neutralNegative	neutral	I-neutralNegative	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0012_498.379_499.175	ROG-Dia-GSO-P0007	ROG-dialog-0012	Veš de.	Veš da.	498.379	499.175	neutralNegative	neutral	I-neutralNegative	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0011_499.175_500.039	ROG-Dia-GSO-P0007	ROG-dialog-0011	Ful, ful.	Ful, ful.	499.175	500.039	neutralNegative	neutral	B-neutralNegative	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0012_499.175_500.039	ROG-Dia-GSO-P0007	ROG-dialog-0012	Bo rabla, ne?	Bo rabila, ne?	499.175	500.039	neutralNegative	neutral	I-neutralNegative	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0011_500.039_501.913	ROG-Dia-GSO-P0007	ROG-dialog-0011	Dans so mel plesne,	Danes so imeli plesne,	500.039	501.913	neutralPositive	neutral	B-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0011_501.913_503.863	ROG-Dia-GSO-P0007	ROG-dialog-0011	to ti morem povedat spet.	to ti moram povedati spet.	501.913	503.863	predominantlyPositive	positive	B-predominantlyPositive	B-positive	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0012_503.863_504.885	ROG-Dia-GSO-P0007	ROG-dialog-0012	Plesne, kdo?	Plesne, kdo?	503.863	504.885	neutralPositive	neutral	B-neutralPositive	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0011_504.885_505.531	ROG-Dia-GSO-P0007	ROG-dialog-0011	Za valeto.	Za valeto.	504.885	505.531	neutralPositive	neutral	B-neutralPositive	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0012_505.531_507.287	ROG-Dia-GSO-P0007	ROG-dialog-0012	Aja, za valeto.	Aja, za valeto.	505.531	507.287	neutralPositive	neutral	B-neutralPositive	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0011_505.773_507.287	ROG-Dia-GSO-P0007	ROG-dialog-0011	Nina.	Nina.	505.773	507.287	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0012_507.287_507.774	ROG-Dia-GSO-P0007	ROG-dialog-0012	Vau.	Vau.	507.287	507.774	predominantlyPositive	positive	B-predominantlyPositive	B-positive	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0011_507.774_509.006	ROG-Dia-GSO-P0007	ROG-dialog-0011	Ja, plesne,	Ja, plesne,	507.774	509.006	predominantlyPositive	positive	B-predominantlyPositive	B-positive	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0011_509.006_510.066	ROG-Dia-GSO-P0007	ROG-dialog-0011	"Fajn je blo, mami."	"Fajn je bilo, mami."	509.006	510.066	predominantlyPositive	positive	I-predominantlyPositive	I-positive	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0012_509.006_510.066	ROG-Dia-GSO-P0007	ROG-dialog-0012	Aha.	Aha.	509.006	510.066	neutralPositive	neutral	B-neutralPositive	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0011_510.066_512.209	ROG-Dia-GSO-P0007	ROG-dialog-0011	Sn rekla: "Kak je Gal, švicu kej?" [smeh]	Sem rekla: "Kako je Gal, švical kaj?" [smeh]	510.066	512.209	predominantlyPositive	positive	I-predominantlyPositive	I-positive	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0012_512.209_513.047	ROG-Dia-GSO-P0007	ROG-dialog-0012	Je zadovoljna?	Je zadovoljna?	512.209	513.047	neutralPositive	neutral	B-neutralPositive	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0012_513.047_513.382	ROG-Dia-GSO-P0007	ROG-dialog-0012	Tko?	Tako?	513.047	513.382	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0011_513.382_514.016	ROG-Dia-GSO-P0007	ROG-dialog-0011	Ja, ful.	Ja, ful.	513.382	514.016	predominantlyPositive	positive	B-predominantlyPositive	B-positive	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0012_514.016_514.345	ROG-Dia-GSO-P0007	ROG-dialog-0012	Ja.	Ja.	514.016	514.345	neutralPositive	neutral	B-neutralPositive	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0011_514.345_515.099	ROG-Dia-GSO-P0007	ROG-dialog-0011	Ja, ji je šeč.	Ja, ji je všeč.	514.345	515.099	predominantlyPositive	positive	I-predominantlyPositive	I-positive	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0012_515.099_516.624	ROG-Dia-GSO-P0007	ROG-dialog-0012	Se ujameta v plesu pa to?	Se ujameta v plesu pa to?	515.099	516.624	neutralPositive	neutral	B-neutralPositive	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0011_516.624_518.906	ROG-Dia-GSO-P0007	ROG-dialog-0011	Iii eee, soplesalc je tko mal ...	Iii eee, soplesalec je tako malo ...	516.624	518.906	mixedNegative	negative	B-mixedNegative	B-negative	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0012_518.906_519.390	ROG-Dia-GSO-P0007	ROG-dialog-0012	Lesen?	Lesen?	518.906	519.39	mixedNegative	negative	B-mixedNegative	B-negative	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0011_519.390_520.762	ROG-Dia-GSO-P0007	ROG-dialog-0011	Lesen, ja, ja.	Lesen, ja, ja.	519.39	520.762	mixedNegative	negative	I-mixedNegative	I-negative	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0011_520.762_522.426	ROG-Dia-GSO-P0007	ROG-dialog-0011	Ni.	Ni.	520.762	522.426	neutralNegative	neutral	B-neutralNegative	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0012_520.762_522.426	ROG-Dia-GSO-P0007	ROG-dialog-0012	Trening. [smeh]	Trening. [smeh]	520.762	522.426	neutralPositive	neutral	B-neutralPositive	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0011_522.426_526.546	ROG-Dia-GSO-P0007	ROG-dialog-0011	On je za elektro omarce, za take stvari.	On je za elektro omarice, za take stvari.	522.426	526.546	neutralPositive	neutral	B-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0011_526.546_528.653	ROG-Dia-GSO-P0007	ROG-dialog-0011	On ni za ples.	On ni za ples.	526.546	528.653	neutralNegative	neutral	B-neutralNegative	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0011_528.653_531.299	ROG-Dia-GSO-P0007	ROG-dialog-0011	Ko je pršo prejšnič domov, je reko:	Ko je prišel prejšnjič domov, je rekel:	528.653	531.299	neutralPositive	neutral	B-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0012_528.653_531.299	ROG-Dia-GSO-P0007	ROG-dialog-0012	Ja, ja, ja, ja, ja.	Ja, ja, ja, ja, ja.	528.653	531.299	neutralPositive	neutral	B-neutralPositive	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0011_531.299_535.099	ROG-Dia-GSO-P0007	ROG-dialog-0011	"Mami, najslabša odločitev, kaj sem jo kdaj sprejel." [smeh]	"Mami, najslabša odločitev, kaj sem jo kdaj sprejel." [smeh]	531.299	535.099	mixedNegative	negative	B-mixedNegative	B-negative	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0011_535.099_536.167	ROG-Dia-GSO-P0007	ROG-dialog-0011	Da se je vključo.	Da se je vključil.	535.099	536.167	neutralNegative	neutral	B-neutralNegative	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0012_535.099_536.167	ROG-Dia-GSO-P0007	ROG-dialog-0012	A res de?	A res da?	535.099	536.167	mixedNegative	negative	B-mixedNegative	B-negative	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0012_536.167_537.772	ROG-Dia-GSO-P0007	ROG-dialog-0012	Pol ga morte pa spodbujat.	Pol ga morate pa spodbujati.	536.167	537.772	neutralPositive	neutral	B-neutralPositive	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0011_537.772_539.809	ROG-Dia-GSO-P0007	ROG-dialog-0011	Ja, sej ga ccc.	Ja, saj ga ccc.	537.772	539.809	neutralPositive	neutral	B-neutralPositive	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0012_539.809_543.112	ROG-Dia-GSO-P0007	ROG-dialog-0012	Obupu ne bo v glavnem, ne?	Obupal ne bo v glavnem, ne?	539.809	543.112	neutralPositive	neutral	B-neutralPositive	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0011_541.659_543.552	ROG-Dia-GSO-P0007	ROG-dialog-0011	On se zaveda, da ma najlepšo, ne.	On se zaveda, da ima najlepšo, ne.	541.659	543.552	predominantlyPositive	positive	B-predominantlyPositive	B-positive	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0012_543.552_544.739	ROG-Dia-GSO-P0007	ROG-dialog-0012	Joj, sej to, ej.	Joj, saj to, ej.	543.552	544.739	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0011_544.093_544.739	ROG-Dia-GSO-P0007	ROG-dialog-0011	Jaj.	Jaj.	544.093	544.739	neutralPositive	neutral	B-neutralPositive	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0011_544.739_548.560	ROG-Dia-GSO-P0007	ROG-dialog-0011	A veš, ko jo vsi hvalijo, kak je dobra. [smeh]	A veš, ko jo vsi hvalijo, kako je dobra. [smeh]	544.739	548.56	predominantlyPositive	positive	B-predominantlyPositive	B-positive	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0012_545.259_546.407	ROG-Dia-GSO-P0007	ROG-dialog-0012	Veš de.	Veš da.	545.259	546.407	neutralPositive	neutral	B-neutralPositive	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0012_546.407_548.560	ROG-Dia-GSO-P0007	ROG-dialog-0012	Ooo, svetovn.	Ooo, svetovno.	546.407	548.56	predominantlyPositive	positive	B-predominantlyPositive	B-positive	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0012_548.560_550.652	ROG-Dia-GSO-P0007	ROG-dialog-0012	Sej ga bo že ona ukrotila. [smeh]	Saj ga bo že ona ukrotila. [smeh]	548.56	550.652	mixedPositive	positive	B-mixedPositive	I-positive	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0011_550.652_551.859	ROG-Dia-GSO-P0007	ROG-dialog-0011	Ja, ga bo.	Ja, ga bo.	550.652	551.859	neutralPositive	neutral	B-neutralPositive	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0012_550.652_552.638	ROG-Dia-GSO-P0007	ROG-dialog-0012	[smeh] Ja.	[smeh] Ja.	550.652	552.638	neutralPositive	neutral	B-neutralPositive	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0011_551.859_552.638	ROG-Dia-GSO-P0007	ROG-dialog-0011	Tko da.	Tako da.	551.859	552.638	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0011_552.638_554.129	ROG-Dia-GSO-P0007	ROG-dialog-0011	Glej, bo v redi.	Glej, bo v redu.	552.638	554.129	mixedPositive	positive	B-mixedPositive	B-positive	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0012_554.129_555.191	ROG-Dia-GSO-P0007	ROG-dialog-0012	A obleko že ma?	A obleko že ima?	554.129	555.191	neutralPositive	neutral	B-neutralPositive	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0011_555.191_556.182	ROG-Dia-GSO-P0007	ROG-dialog-0011	Ja.	Ja.	555.191	556.182	neutralPositive	neutral	B-neutralPositive	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0012_556.182_558.049	ROG-Dia-GSO-P0007	ROG-dialog-0012	Kakšne barve ste pol izbrale?	Kakšne barve ste pol izbrale?	556.182	558.049	neutralPositive	neutral	B-neutralPositive	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0011_557.284_560.221	ROG-Dia-GSO-P0007	ROG-dialog-0011	Tako eee svetlo modro.	Tako eee svetlo modro.	557.284	560.221	neutralPositive	neutral	B-neutralPositive	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0012_560.221_560.748	ROG-Dia-GSO-P0007	ROG-dialog-0012	Uuu.	Uuu.	560.221	560.748	predominantlyPositive	positive	B-predominantlyPositive	B-positive	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0011_560.748_565.210	ROG-Dia-GSO-P0007	ROG-dialog-0011	Mislim, da tisto, ko sn ti nazadnje kazala, ko ma tako s() srebrno šnolo.	Mislim, da tisto, ko sem ti nazadnje kazala, ko ima tako s() srebrno šnolo.	560.748	565.21	neutralPositive	neutral	B-neutralPositive	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0012_560.748_564.866	ROG-Dia-GSO-P0007	ROG-dialog-0012	Ja, ja.	Ja, ja.	560.748	564.866	neutralPositive	neutral	B-neutralPositive	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0012_564.866_565.899	ROG-Dia-GSO-P0007	ROG-dialog-0012	Ja. A je že	Ja. A je že	564.866	565.899	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0012_565.899_568.100	ROG-Dia-GSO-P0007	ROG-dialog-0012	morš jo enkrat, da se obleče pa slikaj.	moraš jo enkrat, da se obleče pa slikaj.	565.899	568.1	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0011_567.379_571.399	ROG-Dia-GSO-P0007	ROG-dialog-0011	Veš ka, mal bom počakala še, ker ji bom mogla neki popravit, veš.	Veš kaj, malo bom počakala še, ker ji bom mogla nekaj popraviti, veš.	567.379	571.399	neutralNegative	neutral	B-neutralNegative	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0012_570.799_571.399	ROG-Dia-GSO-P0007	ROG-dialog-0012	Aha.	Aha.	570.799	571.399	neutralPositive	neutral	B-neutralPositive	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0011_571.399_574.872	ROG-Dia-GSO-P0007	ROG-dialog-0011	Ker je pač ženska ... velikostna številka	Ker je pač ženska ... velikostna številka	571.399	574.872	neutralNegative	neutral	I-neutralNegative	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0012_571.399_572.421	ROG-Dia-GSO-P0007	ROG-dialog-0012	Aha.	Aha.	571.399	572.421	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0012_572.421_574.872	ROG-Dia-GSO-P0007	ROG-dialog-0012	Ja, ja, ja.	Ja, ja, ja.	572.421	574.872	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0011_574.872_576.351	ROG-Dia-GSO-P0007	ROG-dialog-0011	in je mal v ramih ...	in je malo v ramah ...	574.872	576.351	neutralNegative	neutral	I-neutralNegative	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0012_576.351_579.930	ROG-Dia-GSO-P0007	ROG-dialog-0012	Aha, a čevle bo pa mela one, ko je dobila?	Aha, a čevlje bo pa imela one, ko je dobila?	576.351	579.93	neutralPositive	neutral	B-neutralPositive	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0011_578.412_579.930	ROG-Dia-GSO-P0007	ROG-dialog-0011	Čevle bo pa mela tvoje, ja.	Čevlje bo pa imela tvoje, ja.	578.412	579.93	neutralPositive	neutral	B-neutralPositive	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0012_579.930_580.279	ROG-Dia-GSO-P0007	ROG-dialog-0012	Aha.	Aha.	579.93	580.279	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0011_580.279_581.492	ROG-Dia-GSO-P0007	ROG-dialog-0011	Mislim, od eee ...	Mislim, od eee ...	580.279	581.492	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0012_580.707_581.492	ROG-Dia-GSO-P0007	ROG-dialog-0012	Ja, ja.	Ja, ja.	580.707	581.492	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0011_581.492_582.217	ROG-Dia-GSO-P0007	ROG-dialog-0011	Ja.	Ja.	581.492	582.217	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0012_582.217_583.199	ROG-Dia-GSO-P0007	ROG-dialog-0012	Uuu, super.	Uuu, super.	582.217	583.199	neutralPositive	neutral	B-neutralPositive	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0011_583.199_584.734	ROG-Dia-GSO-P0007	ROG-dialog-0011	Ja, tist so ful lepi.	Ja, tisti so ful lepi.	583.199	584.734	neutralPositive	neutral	B-neutralPositive	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0012_583.199_584.734	ROG-Dia-GSO-P0007	ROG-dialog-0012	Komi čakam, da jo vidim.	Komaj čakam, da jo vidim.	583.199	584.734	predominantlyPositive	positive	B-predominantlyPositive	B-positive	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0011_584.734_585.538	ROG-Dia-GSO-P0007	ROG-dialog-0011	Ja.	Ja.	584.734	585.538	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0011_585.538_587.797	ROG-Dia-GSO-P0007	ROG-dialog-0011	Sam pol mam pa težavo, ka bom js oblekla.	Samo pol imam pa težavo, kaj bom jaz oblekla.	585.538	587.797	mixedNegative	negative	B-mixedNegative	B-negative	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0012_587.797_590.199	ROG-Dia-GSO-P0007	ROG-dialog-0012	Ja, večni problem, ne? [smeh]	Ja, večni problem, ne? [smeh]	587.797	590.199	neutralNegative	neutral	B-neutralNegative	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0012_590.199_593.114	ROG-Dia-GSO-P0007	ROG-dialog-0012	Po mojem maš polno omaro, sam ...	Po mojem imaš polno omaro, samo ...	590.199	593.114	mixedNegative	negative	B-mixedNegative	B-negative	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0011_593.114_595.238	ROG-Dia-GSO-P0007	ROG-dialog-0011	Ja ne, če sn zadnič slike gledala,	Ja ne, če sem zadnjič slike gledala,	593.114	595.238	neutralPositive	neutral	B-neutralPositive	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0012_593.114_595.900	ROG-Dia-GSO-P0007	ROG-dialog-0012	Eee nobena stvar ...	Eee nobena stvar ...	593.114	595.9	mixedNegative	negative	I-mixedNegative	I-negative	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0011_595.238_596.629	ROG-Dia-GSO-P0007	ROG-dialog-0011	pa sn tist si rekla ...	pa sem tisto si rekla ...	595.238	596.629	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0011_596.629_599.181	ROG-Dia-GSO-P0007	ROG-dialog-0011	Najdem sliko od maturanskega plesa, ne?	Najdem sliko od maturantskega plesa, ne?	596.629	599.181	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0012_599.181_599.459	ROG-Dia-GSO-P0007	ROG-dialog-0012	Ja.	Ja.	599.181	599.459	neutralPositive	neutral	B-neutralPositive	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0011_599.459_600.618	ROG-Dia-GSO-P0007	ROG-dialog-0011	Ko smo šli tedi, ne?	Ko smo šli tedaj, ne?	599.459	600.618	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0012_600.618_601.195	ROG-Dia-GSO-P0007	ROG-dialog-0012	Ja.	Ja.	600.618	601.195	neutralPositive	neutral	B-neutralPositive	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0011_601.195_602.475	ROG-Dia-GSO-P0007	ROG-dialog-0011	Pa reče ...	Pa reče ...	601.195	602.475	neutralPositive	neutral	B-neutralPositive	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0012_602.475_604.021	ROG-Dia-GSO-P0007	ROG-dialog-0012	A kej fali tistmu?	A kaj fali tistemu?	602.475	604.021	neutralNegative	neutral	B-neutralNegative	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0011_604.021_608.034	ROG-Dia-GSO-P0007	ROG-dialog-0011	Ne, no sam ne morm met take eee robusne čevle.	Ne, no samo ne morem imeti take eee robustne čevlje.	604.021	608.034	neutralNegative	neutral	B-neutralNegative	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0011_608.034_610.121	ROG-Dia-GSO-P0007	ROG-dialog-0011	Eee prehude so mi.	Eee prehude so mi.	608.034	610.121	neutralNegative	neutral	I-neutralNegative	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0012_608.034_608.692	ROG-Dia-GSO-P0007	ROG-dialog-0012	Aha.	Aha.	608.034	608.692	neutralPositive	neutral	B-neutralPositive	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0012_610.121_610.569	ROG-Dia-GSO-P0007	ROG-dialog-0012	Aha.	Aha.	610.121	610.569	neutralNegative	neutral	B-neutralNegative	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0011_610.569_612.523	ROG-Dia-GSO-P0007	ROG-dialog-0011	Ja, obleka je super vse, ne.	Ja, obleka je super vse, ne.	610.569	612.523	predominantlyPositive	positive	B-predominantlyPositive	B-positive	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0011_612.523_615.506	ROG-Dia-GSO-P0007	ROG-dialog-0011	Pa reče [smeh] Fredi:	Pa reče [smeh] Fredi:	612.523	615.506	neutralPositive	neutral	B-neutralPositive	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0012_612.523_615.506	ROG-Dia-GSO-P0007	ROG-dialog-0012	Ja.	Ja.	612.523	615.506	neutralPositive	neutral	B-neutralPositive	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0007_ROG-dialog-0011_615.506_617.480	ROG-Dia-GSO-P0007	ROG-dialog-0011	"A takle se boma zrihtala?"	"A takole se bova zrihtala?"	615.506	617.48	mixedNegative	negative	B-mixedNegative	B-negative	train	train	sentiment
